type,count,amount,state,year,quarter,source,category,country,date,avg_transaction_value,growth
recharge & bill payments,796590,223955812.586444,Manipur,2021,1,aggregated,transaction,india,2021-Q1,281.14313836031585,-0.287377586375018
merchant payments,377280,433297594.1352152,Manipur,2021,1,aggregated,transaction,india,2021-Q1,1148.4775077799386,-0.5263811998644221
financial services,3398,4385333.175490812,Manipur,2021,1,aggregated,transaction,india,2021-Q1,1290.5630298678082,-0.9909934266327396
others,8438,6280890.914669826,Manipur,2021,1,aggregated,transaction,india,2021-Q1,744.3577760926553,1.4832254267216007
peer-to-peer payments,1372821,7041837917.785187,Manipur,2021,2,aggregated,transaction,india,2021-Q2,5129.465471307029,161.69506992178242
recharge & bill payments,1187952,305103750.5728581,Manipur,2021,2,aggregated,transaction,india,2021-Q2,256.8317159050686,-0.13466358687694902
merchant payments,510734,531484849.4914169,Manipur,2021,2,aggregated,transaction,india,2021-Q2,1040.6294656150108,-0.5700718547550743
financial services,4165,4256098.232237183,Manipur,2021,2,aggregated,transaction,india,2021-Q2,1021.8723246667905,-0.9918450700364574
others,10603,7145346.314942012,Manipur,2021,2,aggregated,transaction,india,2021-Q2,673.8985489900982,1.5457382953181273
peer-to-peer payments,1819423,9134806594.52819,Manipur,2021,3,aggregated,transaction,india,2021-Q3,5020.716235052646,170.59511459021033
recharge & bill payments,1368584,367664440.5323727,Manipur,2021,3,aggregated,transaction,india,2021-Q3,268.64587086534164,-0.2477922945900981
merchant payments,735707,889317377.086526,Manipur,2021,3,aggregated,transaction,india,2021-Q3,1208.7928714644906,-0.46243197348500353
financial services,3460,5625517.975461649,Manipur,2021,3,aggregated,transaction,india,2021-Q3,1625.8722472432512,-0.9952970408056468
others,14222,9447098.78230339,Manipur,2021,3,aggregated,transaction,india,2021-Q3,664.259512185585,3.1104046242774563
peer-to-peer payments,2199970,10998828287.529043,Manipur,2021,4,aggregated,transaction,india,2021-Q4,4999.535578907459,153.6878076219941
recharge & bill payments,1451488,412791673.8037664,Manipur,2021,4,aggregated,transaction,india,2021-Q4,284.3920678667453,-0.3402237303235953
merchant payments,1013985,1229517397.4561875,Manipur,2021,4,aggregated,transaction,india,2021-Q4,1212.5597493613686,-0.301416890804471
financial services,4671,5941100.580610943,Manipur,2021,4,aggregated,transaction,india,2021-Q4,1271.911920490461,-0.9953934229796298
others,17325,11393578.842227155,Manipur,2021,4,aggregated,transaction,india,2021-Q4,657.6380284113798,2.7090558766859343
peer-to-peer payments,2517626,12169368063.4095,Manipur,2022,1,aggregated,transaction,india,2022-Q1,4833.667932969194,144.31751803751803
recharge & bill payments,1528476,469035958.3484128,Manipur,2022,1,aggregated,transaction,india,2022-Q1,306.8651116199488,-0.39288996856562497
merchant payments,1247205,1489604137.2090888,Manipur,2022,1,aggregated,transaction,india,2022-Q1,1194.3538850542523,-0.1840205538065367
financial services,4878,6057615.527015026,Manipur,2022,1,aggregated,transaction,india,2022-Q1,1241.823601274093,-0.9960888546790624
others,15494,10435303.87979853,Manipur,2022,1,aggregated,transaction,india,2022-Q1,673.5061236477688,2.17630176301763
peer-to-peer payments,2843426,12704512238.809605,Manipur,2022,2,aggregated,transaction,india,2022-Q2,4468.029848081013,182.5178778882148
merchant payments,1709547,1757831052.0706987,Manipur,2022,2,aggregated,transaction,india,2022-Q2,1028.2437698821377,-0.3987721150471297
recharge & bill payments,1533778,448637966.718931,Manipur,2022,2,aggregated,transaction,india,2022-Q2,292.50515180093277,-0.10281612614335844
financial services,4069,4753628.558008127,Manipur,2022,2,aggregated,transaction,india,2022-Q2,1168.2547451482249,-0.9973470736964541
others,14812,7175748.992065379,Manipur,2022,2,aggregated,transaction,india,2022-Q2,484.45510343406556,2.640206438928484
peer-to-peer payments,3127266,12927705072.13747,Manipur,2022,3,aggregated,transaction,india,2022-Q3,4133.868072667138,210.13056980826357
merchant payments,1829741,2010460357.0881667,Manipur,2022,3,aggregated,transaction,india,2022-Q3,1098.7677256443217,-0.4149071425328066
recharge & bill payments,1379911,432182393.84038734,Manipur,2022,3,aggregated,transaction,india,2022-Q3,313.19584657299447,-0.2458435374186838
financial services,4524,4671353.405444902,Manipur,2022,3,aggregated,transaction,india,2022-Q3,1032.5714866147,-0.996721527692728
others,11300,6411090.828254536,Manipur,2022,3,aggregated,transaction,india,2022-Q3,567.3531706419943,1.4977895667550838
peer-to-peer payments,3259645,13133729481.472116,Manipur,2022,4,aggregated,transaction,india,2022-Q4,4029.1901361872588,287.4641592920354
merchant payments,1828984,2074698993.4220653,Manipur,2022,4,aggregated,transaction,india,2022-Q4,1134.3450754200503,-0.4389008619036736
recharge & bill payments,1325391,406031254.0798015,Manipur,2022,4,aggregated,transaction,india,2022-Q4,306.34828068079645,-0.2753402982202141
financial services,4691,5754919.963910458,Manipur,2022,4,aggregated,transaction,india,2022-Q4,1226.800248115638,-0.9964606670786206
others,9959,5742049.403589871,Manipur,2022,4,aggregated,transaction,india,2022-Q4,576.5688727372096,1.1230014922191431
peer-to-peer payments,1703742,7281781083.0,Manipur,2023,1,aggregated,transaction,india,2023-Q1,4273.9928246178115,170.07561000100412
merchant payments,933135,1083073192.0,Manipur,2023,1,aggregated,transaction,india,2023-Q1,1160.682207826306,-0.4523026373711513
recharge & bill payments,613398,214427498.0,Manipur,2023,1,aggregated,transaction,india,2023-Q1,349.57319391325046,-0.3426481698789564
financial services,3529,3178295.0,Manipur,2023,1,aggregated,transaction,india,2023-Q1,900.6219892320771,-0.9942468022393292
others,4579,3104024.0,Manipur,2023,1,aggregated,transaction,india,2023-Q1,677.8825070976196,0.29753471238311135
peer-to-peer payments,812842,3763543566.0,Manipur,2023,2,aggregated,transaction,india,2023-Q2,4630.1047017747605,176.51517798645992
merchant payments,499534,569980400.0,Manipur,2023,2,aggregated,transaction,india,2023-Q2,1141.0242345866347,-0.38544760236306685
recharge & bill payments,290239,127777535.0,Manipur,2023,2,aggregated,transaction,india,2023-Q2,440.24936345563486,-0.41898048981650904
financial services,1849,1430976.0,Manipur,2023,2,aggregated,transaction,india,2023-Q2,773.9188750676041,-0.9936293881938678
others,1807,1144176.0,Manipur,2023,2,aggregated,transaction,india,2023-Q2,633.19092418373,-0.022714981070849127
peer-to-peer payments,450548,3054677807.0,Manipur,2023,3,aggregated,transaction,india,2023-Q3,6779.916472828644,248.33480907581628
merchant payments,222132,418107590.0,Manipur,2023,3,aggregated,transaction,india,2023-Q3,1882.2483478292186,-0.5069737297690813
recharge & bill payments,189582,131240898.0,Manipur,2023,3,aggregated,transaction,india,2023-Q3,692.264550432003,-0.14653449300415966
financial services,2290,3551704.0,Manipur,2023,3,aggregated,transaction,india,2023-Q3,1550.9624454148473,-0.9879207941682228
others,926,708602.0,Manipur,2023,3,aggregated,transaction,india,2023-Q3,765.2289416846652,-0.5956331877729257
peer-to-peer payments,1098359,5690075337.0,Manipur,2023,4,aggregated,transaction,india,2023-Q4,5180.524161043884,1185.13282937365
merchant payments,638811,893960176.0,Manipur,2023,4,aggregated,transaction,india,2023-Q4,1399.4126212604353,-0.4183950784761631
recharge & bill payments,368865,209606825.0,Manipur,2023,4,aggregated,transaction,india,2023-Q4,568.2480717877814,-0.42257569140168216
financial services,4438,5093670.0,Manipur,2023,4,aggregated,transaction,india,2023-Q4,1147.7399729607932,-0.9879684979599582
others,2727,1589290.0,Manipur,2023,4,aggregated,transaction,india,2023-Q4,582.7979464613128,-0.38553402433528616
peer-to-peer payments,1925478,7502533003.0,Manipur,2024,1,aggregated,transaction,india,2024-Q1,3896.4522071921883,705.0792079207921
merchant payments,1303360,1446015880.0,Manipur,2024,1,aggregated,transaction,india,2024-Q1,1109.452399950896,-0.32309795282002707
recharge & bill payments,607751,282103846.0,Manipur,2024,1,aggregated,transaction,india,2024-Q1,464.17668749208144,-0.5337044254849006
financial services,4717,9906854.0,Manipur,2024,1,aggregated,transaction,india,2024-Q1,2100.2446470214118,-0.9922385977151827
others,4258,2413740.0,Manipur,2024,1,aggregated,transaction,india,2024-Q1,566.8717707844058,-0.09730761076955696
peer-to-peer payments,2518131,8860962120.0,Manipur,2024,2,aggregated,transaction,india,2024-Q2,3518.864634127454,590.3882104274307
merchant payments,1895872,1727175316.0,Manipur,2024,2,aggregated,transaction,india,2024-Q2,911.0189485366101,-0.24711144892779602
recharge & bill payments,640058,297356354.0,Manipur,2024,2,aggregated,transaction,india,2024-Q2,464.57720081617606,-0.6623938746919623
financial services,5784,9375969.0,Manipur,2024,2,aggregated,transaction,india,2024-Q2,1621.018153526971,-0.9909633189492202
others,3479,3131034.0,Manipur,2024,2,aggregated,transaction,india,2024-Q2,899.9810290313309,-0.39851313969571234
peer-to-peer payments,2964825,9398509217.0,Manipur,2024,3,aggregated,transaction,india,2024-Q3,3170.0047109019924,851.2060937050877
merchant payments,2085364,1932267978.0,Manipur,2024,3,aggregated,transaction,india,2024-Q3,926.5854680525798,-0.2966316730329783
recharge & bill payments,637582,324563249.0,Manipur,2024,3,aggregated,transaction,india,2024-Q3,509.0533437267677,-0.6942586522065213
financial services,9458,12782236.0,Manipur,2024,3,aggregated,transaction,india,2024-Q3,1351.4734616197927,-0.985165829650147
others,2867,3394151.0,Manipur,2024,3,aggregated,transaction,india,2024-Q3,1183.868503662365,-0.6968703742863185
peer-to-peer payments,3016585,9734628510.0,Manipur,2024,4,aggregated,transaction,india,2024-Q4,3227.036039097191,1051.1747471224276
merchant payments,2146946,1983154393.0,Manipur,2024,4,aggregated,transaction,india,2024-Q4,923.7094892000079,-0.2882859259725816
recharge & bill payments,562071,321860417.0,Manipur,2024,4,aggregated,transaction,india,2024-Q4,572.633025009296,-0.738199749784112
financial services,22114,18353627.0,Manipur,2024,4,aggregated,transaction,india,2024-Q4,829.9550963190738,-0.9606562160296475
others,2707,3711609.0,Manipur,2024,4,aggregated,transaction,india,2024-Q4,1371.1152567417805,-0.8775888577371801
recharge & bill payments,31857,6028476.149090356,Meghalaya,2018,1,aggregated,transaction,india,2018-Q1,189.23552591550856,
peer-to-peer payments,13274,55943496.51588632,Meghalaya,2018,1,aggregated,transaction,india,2018-Q1,4214.516838623348,-0.5833254857645102
merchant payments,1605,2395888.4397623385,Meghalaya,2018,1,aggregated,transaction,india,2018-Q1,1492.7653830294944,-0.8790869368690674
financial services,532,144318.2545571151,Meghalaya,2018,1,aggregated,transaction,india,2018-Q1,271.27491458104345,-0.6685358255451713
others,2303,1738080.43060439,Meghalaya,2018,1,aggregated,transaction,india,2018-Q1,754.7027488512332,3.328947368421052
recharge & bill payments,42625,9657896.164724296,Meghalaya,2018,2,aggregated,transaction,india,2018-Q2,226.57820914309198,17.508467216673903
peer-to-peer payments,19894,101140464.66239844,Meghalaya,2018,2,aggregated,transaction,india,2018-Q2,5083.968264924019,-0.5332785923753666
merchant payments,2929,3663446.436220131,Meghalaya,2018,2,aggregated,transaction,india,2018-Q2,1250.749892871332,-0.8527696793002916
financial services,592,580648.3434132106,Meghalaya,2018,2,aggregated,transaction,india,2018-Q2,980.824904414207,-0.797883236599522
others,1817,1962212.2350756056,Meghalaya,2018,2,aggregated,transaction,india,2018-Q2,1079.9186764312633,2.0692567567567566
recharge & bill payments,60625,14231601.453371253,Meghalaya,2018,3,aggregated,transaction,india,2018-Q3,234.74806521024746,32.36543753439736
peer-to-peer payments,40832,187460582.05754715,Meghalaya,2018,3,aggregated,transaction,india,2018-Q3,4591.021308227546,-0.3264824742268041
merchant payments,5802,5458930.689379572,Meghalaya,2018,3,aggregated,transaction,india,2018-Q3,940.8705083384302,-0.8579055642633229
financial services,748,552674.5783359876,Meghalaya,2018,3,aggregated,transaction,india,2018-Q3,738.8697571336733,-0.8710789382971389
others,2283,2149872.755760235,Meghalaya,2018,3,aggregated,transaction,india,2018-Q3,941.6875846518768,2.052139037433155
recharge & bill payments,82962,18100891.637344178,Meghalaya,2018,4,aggregated,transaction,india,2018-Q4,218.18292275191266,35.339027595269386
peer-to-peer payments,58952,301941442.7059927,Meghalaya,2018,4,aggregated,transaction,india,2018-Q4,5121.818474453669,-0.2894096092186784
merchant payments,15768,14434314.193342488,Meghalaya,2018,4,aggregated,transaction,india,2018-Q4,915.4182009983821,-0.732528158501832
financial services,763,190875.1884897996,Meghalaya,2018,4,aggregated,transaction,india,2018-Q4,250.16407403643458,-0.9516108574327753
others,2687,2918155.279504664,Meghalaya,2018,4,aggregated,transaction,india,2018-Q4,1086.0272718662686,2.521625163826999
recharge & bill payments,98817,23006751.795504905,Meghalaya,2019,1,aggregated,transaction,india,2019-Q1,232.82179984724192,35.77595831782657
peer-to-peer payments,90694,358932132.1046898,Meghalaya,2019,1,aggregated,transaction,india,2019-Q1,3957.617175388557,-0.0822024550431606
merchant payments,16073,14297275.230527855,Meghalaya,2019,1,aggregated,transaction,india,2019-Q1,889.521261153976,-0.8227776920193177
financial services,659,62335.064750311045,Meghalaya,2019,1,aggregated,transaction,india,2019-Q1,94.59038657103345,-0.958999564487028
others,2498,2738667.957962149,Meghalaya,2019,1,aggregated,transaction,india,2019-Q1,1096.344258591733,2.7905918057663124
recharge & bill payments,108812,27248605.42923336,Meghalaya,2019,2,aggregated,transaction,india,2019-Q2,250.4191213214844,42.55964771817454
peer-to-peer payments,97407,446537199.1735684,Meghalaya,2019,2,aggregated,transaction,india,2019-Q2,4584.241370472024,-0.10481380730066536
merchant payments,22588,15600927.006629135,Meghalaya,2019,2,aggregated,transaction,india,2019-Q2,690.6732338688302,-0.76810701489626
financial services,460,106800.75308155928,Meghalaya,2019,2,aggregated,transaction,india,2019-Q2,232.17555017730277,-0.9796352045333806
others,3019,3437756.744766518,Meghalaya,2019,2,aggregated,transaction,india,2019-Q2,1138.707103268141,5.5630434782608695
recharge & bill payments,155949,38916251.42165714,Meghalaya,2019,3,aggregated,transaction,india,2019-Q3,249.54473207046624,50.65584630672408
peer-to-peer payments,116168,546221812.6889315,Meghalaya,2019,3,aggregated,transaction,india,2019-Q3,4701.9989385108765,-0.2550898050003527
merchant payments,31201,23461321.889810227,Meghalaya,2019,3,aggregated,transaction,india,2019-Q3,751.9413445021065,-0.7314148474622959
financial services,421,584192.9488108774,Meghalaya,2019,3,aggregated,transaction,india,2019-Q3,1387.6317073892574,-0.9865068427293997
others,2811,3035023.204323471,Meghalaya,2019,3,aggregated,transaction,india,2019-Q3,1079.6951989766883,5.676959619952494
recharge & bill payments,175084,43611775.02621875,Meghalaya,2019,4,aggregated,transaction,india,2019-Q4,249.09057952879047,61.285307719672716
peer-to-peer payments,163734,670870023.4297696,Meghalaya,2019,4,aggregated,transaction,india,2019-Q4,4097.316522101516,-0.06482602636448787
merchant payments,24430,25344714.50557894,Meghalaya,2019,4,aggregated,transaction,india,2019-Q4,1037.4422638386795,-0.8507945814552873
financial services,382,124511.63613216748,Meghalaya,2019,4,aggregated,transaction,india,2019-Q4,325.9466914454646,-0.98436348751535
others,2351,2485447.192519395,Meghalaya,2019,4,aggregated,transaction,india,2019-Q4,1057.1872362906827,5.154450261780105
recharge & bill payments,226214,59666071.21530793,Meghalaya,2020,1,aggregated,transaction,india,2020-Q1,263.7594101837549,95.22033177371331
peer-to-peer payments,216022,1013733312.3935764,Meghalaya,2020,1,aggregated,transaction,india,2020-Q1,4692.73181617417,-0.045054682734048335
